rpt_month,rpt_year,rptsrc,age,n
9,2020,social services,8,147
9,2020,social services,9,184
9,2020,social services,10,165
9,2020,social services,11,166
9,2020,social services,12,183
9,2020,social services,13,193
9,2020,social services,14,224
9,2020,social services,15,188
9,2020,social services,16,189
9,2020,social services,17,146
9,2020,social services,18,3
9,2020,social services,NA,26
9,2020,substitute care ,0,5
9,2020,substitute care ,1,6
9,2020,substitute care ,2,7
9,2020,substitute care ,3,12
9,2020,substitute care ,4,15
9,2020,substitute care ,5,3
9,2020,substitute care ,6,6
9,2020,substitute care ,7,5
9,2020,substitute care ,8,1
9,2020,substitute care ,9,1
9,2020,substitute care ,10,3
9,2020,substitute care ,11,5
9,2020,substitute care ,12,3
9,2020,substitute care ,13,7
9,2020,substitute care ,14,5
9,2020,substitute care ,15,5
9,2020,substitute care ,16,10
9,2020,substitute care ,17,11
9,2020,substitute care ,NA,1
9,2020,NA,0,98
9,2020,NA,1,66
9,2020,NA,2,63
9,2020,NA,3,79
9,2020,NA,4,68
9,2020,NA,5,85
9,2020,NA,6,79
9,2020,NA,7,74
9,2020,NA,8,60
9,2020,NA,9,57
9,2020,NA,10,53
9,2020,NA,11,63
9,2020,NA,12,69
9,2020,NA,13,66
9,2020,NA,14,62
9,2020,NA,15,56
9,2020,NA,16,59
9,2020,NA,17,37
9,2020,NA,NA,7
10,2016,day care,0,2
10,2016,day care,1,1
10,2016,day care,3,5
10,2016,day care,4,1
10,2016,day care,5,2
10,2016,day care,6,1
10,2016,education,0,13
10,2016,education,1,9
10,2016,education,2,14
10,2016,education,3,16
10,2016,education,4,24
10,2016,education,5,44
10,2016,education,6,37
10,2016,education,7,47
10,2016,education,8,41
10,2016,education,9,37
10,2016,education,10,36
10,2016,education,11,33
10,2016,education,12,34
10,2016,education,13,30
10,2016,education,14,53
10,2016,education,15,42
10,2016,education,16,29
10,2016,education,17,12
10,2016,education,18,2
10,2016,education,NA,4
10,2016,medical,0,76
10,2016,medical,1,20
10,2016,medical,2,10
10,2016,medical,3,13
10,2016,medical,4,7
10,2016,medical,5,7
10,2016,medical,6,7
10,2016,medical,7,11
10,2016,medical,8,11
10,2016,medical,9,7
10,2016,medical,10,11
10,2016,medical,11,13
10,2016,medical,12,7
10,2016,medical,13,7
10,2016,medical,14,11
10,2016,medical,15,4
10,2016,medical,16,9
10,2016,medical,17,5
10,2016,mental health,0,4
10,2016,mental health,1,4
10,2016,mental health,2,4
10,2016,mental health,3,3
10,2016,mental health,4,3
10,2016,mental health,5,11
10,2016,mental health,6,7
10,2016,mental health,7,8
10,2016,mental health,8,19
10,2016,mental health,9,10
10,2016,mental health,10,9
10,2016,mental health,11,11
10,2016,mental health,12,9
10,2016,mental health,13,10
10,2016,mental health,14,10
10,2016,mental health,15,8
10,2016,mental health,16,13
10,2016,mental health,17,6
10,2016,non-professional,0,50
10,2016,non-professional,1,38
10,2016,non-professional,2,50
10,2016,non-professional,3,44
10,2016,non-professional,4,56
10,2016,non-professional,5,61
10,2016,non-professional,6,37
10,2016,non-professional,7,56
10,2016,non-professional,8,38
10,2016,non-professional,9,43
10,2016,non-professional,10,49
10,2016,non-professional,11,45
10,2016,non-professional,12,43
10,2016,non-professional,13,34
10,2016,non-professional,14,43
10,2016,non-professional,15,43
10,2016,non-professional,16,36
10,2016,non-professional,17,23
10,2016,non-professional,18,3
10,2016,non-professional,NA,4
10,2016,police,0,52
10,2016,police,1,32
10,2016,police,2,31
10,2016,police,3,34
10,2016,police,4,35
10,2016,police,5,26
10,2016,police,6,30
10,2016,police,7,31
10,2016,police,8,33
10,2016,police,9,29
10,2016,police,10,25
10,2016,police,11,20
10,2016,police,12,22
10,2016,police,13,19
10,2016,police,14,30
10,2016,police,15,29
10,2016,police,16,29
10,2016,police,17,16
10,2016,police,NA,2
10,2016,social services,0,32
10,2016,social services,1,18
10,2016,social services,2,9
10,2016,social services,3,13
10,2016,social services,4,17
10,2016,social services,5,20
10,2016,social services,6,15
10,2016,social services,7,9
10,2016,social services,8,8
10,2016,social services,9,11
10,2016,social services,10,15
10,2016,social services,11,11
10,2016,social services,12,10
10,2016,social services,13,9
10,2016,social services,14,13
10,2016,social services,15,13
10,2016,social services,16,10
10,2016,social services,17,6
10,2016,social services,18,3
10,2016,social services,NA,3
10,2016,substitute care ,2,1
10,2016,substitute care ,18,1
10,2016,NA,0,4
10,2016,NA,1,1
10,2016,NA,2,2
10,2016,NA,3,2
10,2016,NA,4,7
10,2016,NA,5,1
10,2016,NA,6,2
10,2016,NA,7,3
10,2016,NA,8,1
10,2016,NA,9,2
10,2016,NA,10,1
10,2016,NA,11,2
10,2016,NA,12,1
10,2016,NA,13,4
10,2016,NA,14,3
10,2016,NA,17,1
10,2017,day care,0,177
10,2017,day care,1,216
10,2017,day care,2,323
10,2017,day care,3,359
10,2017,day care,4,390
10,2017,day care,5,170
10,2017,day care,6,110
10,2017,day care,7,101
10,2017,day care,8,97
10,2017,day care,9,76
10,2017,day care,10,78
10,2017,day care,11,44
10,2017,day care,12,53
10,2017,day care,13,32
10,2017,day care,14,25
10,2017,day care,15,23
10,2017,day care,16,28
10,2017,day care,17,17
10,2017,day care,18,2
10,2017,day care,NA,7
10,2017,education,0,1790
10,2017,education,1,2124
10,2017,education,2,2383
10,2017,education,3,3075
10,2017,education,4,4275
10,2017,education,5,6759
10,2017,education,6,7388
10,2017,education,7,7359
10,2017,education,8,7598
10,2017,education,9,7528
10,2017,education,10,7368
10,2017,education,11,6798
10,2017,education,12,6244
10,2017,education,13,6275
10,2017,education,14,5661
10,2017,education,15,5376
10,2017,education,16,4821
10,2017,education,17,3472
10,2017,education,18,83
10,2017,education,NA,277
10,2017,medical,0,9186
10,2017,medical,1,2498
10,2017,medical,2,1996
10,2017,medical,3,1872
10,2017,medical,4,1688
10,2017,medical,5,1584
10,2017,medical,6,1470
10,2017,medical,7,1416
10,2017,medical,8,1341
10,2017,medical,9,1323
10,2017,medical,10,1199
10,2017,medical,11,1148
10,2017,medical,12,1161
10,2017,medical,13,1156
10,2017,medical,14,1275
10,2017,medical,15,1210
10,2017,medical,16,1197
10,2017,medical,17,1023
10,2017,medical,18,32
10,2017,medical,NA,84
10,2017,mental health,0,651
10,2017,mental health,1,564
10,2017,mental health,2,665
10,2017,mental health,3,741
10,2017,mental health,4,830
10,2017,mental health,5,965
10,2017,mental health,6,1060
10,2017,mental health,7,1185
10,2017,mental health,8,1310
10,2017,mental health,9,1382
10,2017,mental health,10,1304
10,2017,mental health,11,1426
10,2017,mental health,12,1451
10,2017,mental health,13,1539
10,2017,mental health,14,1556
10,2017,mental health,15,1577
10,2017,mental health,16,1520
10,2017,mental health,17,1157
10,2017,mental health,18,24
10,2017,mental health,NA,73
10,2017,non-professional,0,8206
10,2017,non-professional,1,8096
10,2017,non-professional,2,8629
10,2017,non-professional,3,8501
10,2017,non-professional,4,8168
10,2017,non-professional,5,8055
10,2017,non-professional,6,7566
10,2017,non-professional,7,7469
10,2017,non-professional,8,7398
10,2017,non-professional,9,7183
10,2017,non-professional,10,6877
10,2017,non-professional,11,6278
10,2017,non-professional,12,5819
10,2017,non-professional,13,5333
10,2017,non-professional,14,5052
10,2017,non-professional,15,4881
10,2017,non-professional,16,4539
10,2017,non-professional,17,3497
10,2017,non-professional,18,173
10,2017,non-professional,NA,779
10,2017,police,0,5083
10,2017,police,1,4804
10,2017,police,2,4920
10,2017,police,3,4640
10,2017,police,4,4283
10,2017,police,5,3759
10,2017,police,6,3592
10,2017,police,7,3544
10,2017,police,8,3453
10,2017,police,9,3393
10,2017,police,10,3297
10,2017,police,11,3080
10,2017,police,12,3153
10,2017,police,13,3112
10,2017,police,14,3083
10,2017,police,15,3100
10,2017,police,16,2853
10,2017,police,17,2095
10,2017,police,18,45
10,2017,police,NA,169
10,2017,social services,0,4492
10,2017,social services,1,2223
10,2017,social services,2,2160
10,2017,social services,3,2144
10,2017,social services,4,2085
10,2017,social services,5,2028
10,2017,social services,6,2096
10,2017,social services,7,2029
10,2017,social services,8,2056
10,2017,social services,9,2009
10,2017,social services,10,1966
10,2017,social services,11,1922
10,2017,social services,12,1844
10,2017,social services,13,1892
10,2017,social services,14,1959
10,2017,social services,15,2046
10,2017,social services,16,2010
10,2017,social services,17,1517
10,2017,social services,18,58
10,2017,social services,NA,138
10,2017,substitute care ,0,67
10,2017,substitute care ,1,69
10,2017,substitute care ,2,86
10,2017,substitute care ,3,99
10,2017,substitute care ,4,91
10,2017,substitute care ,5,80
10,2017,substitute care ,6,72
10,2017,substitute care ,7,59
10,2017,substitute care ,8,73
10,2017,substitute care ,9,71
10,2017,substitute care ,10,52
10,2017,substitute care ,11,41
10,2017,substitute care ,12,60
10,2017,substitute care ,13,61
10,2017,substitute care ,14,75
10,2017,substitute care ,15,83
10,2017,substitute care ,16,95
10,2017,substitute care ,17,56
10,2017,substitute care ,18,7
10,2017,substitute care ,NA,8
10,2017,NA,0,1352
10,2017,NA,1,1095
10,2017,NA,2,1104
10,2017,NA,3,1119
10,2017,NA,4,1074
10,2017,NA,5,1111
10,2017,NA,6,1204
10,2017,NA,7,1207
10,2017,NA,8,1135
10,2017,NA,9,1156
10,2017,NA,10,1038
10,2017,NA,11,1032
10,2017,NA,12,973
10,2017,NA,13,901
10,2017,NA,14,855
10,2017,NA,15,804
10,2017,NA,16,753
10,2017,NA,17,525
10,2017,NA,18,3
10,2017,NA,NA,77
10,2018,day care,0,149
10,2018,day care,1,246
10,2018,day care,2,327
10,2018,day care,3,345
10,2018,day care,4,372
10,2018,day care,5,162
10,2018,day care,6,102
10,2018,day care,7,103
10,2018,day care,8,63
10,2018,day care,9,64
10,2018,day care,10,55
10,2018,day care,11,38
10,2018,day care,12,38
10,2018,day care,13,21
10,2018,day care,14,13
10,2018,day care,15,22
10,2018,day care,16,30
10,2018,day care,17,18
10,2018,day care,18,1
10,2018,day care,NA,8
10,2018,education,0,1965
10,2018,education,1,2203
10,2018,education,2,2483
10,2018,education,3,3285
10,2018,education,4,4649
10,2018,education,5,7070
10,2018,education,6,7680
10,2018,education,7,7929
10,2018,education,8,7680
10,2018,education,9,8047
10,2018,education,10,7928
10,2018,education,11,7381
10,2018,education,12,7159
10,2018,education,13,6819
10,2018,education,14,5950
10,2018,education,15,5578
10,2018,education,16,4785
10,2018,education,17,3763
10,2018,education,18,69
10,2018,education,NA,277
10,2018,medical,0,10185
10,2018,medical,1,2383
10,2018,medical,2,2095
10,2018,medical,3,1982
10,2018,medical,4,1776
10,2018,medical,5,1589
10,2018,medical,6,1544
10,2018,medical,7,1397
10,2018,medical,8,1396
10,2018,medical,9,1311
10,2018,medical,10,1275
10,2018,medical,11,1296
10,2018,medical,12,1241
10,2018,medical,13,1246
10,2018,medical,14,1246
10,2018,medical,15,1227
10,2018,medical,16,1221
10,2018,medical,17,1031
10,2018,medical,18,27
10,2018,medical,NA,114
10,2018,mental health,0,612
10,2018,mental health,1,570
10,2018,mental health,2,698
10,2018,mental health,3,738
10,2018,mental health,4,847
10,2018,mental health,5,1074
10,2018,mental health,6,1124
10,2018,mental health,7,1194
10,2018,mental health,8,1290
10,2018,mental health,9,1434
10,2018,mental health,10,1475
10,2018,mental health,11,1536
10,2018,mental health,12,1580
10,2018,mental health,13,1689
10,2018,mental health,14,1718
10,2018,mental health,15,1742
10,2018,mental health,16,1444
10,2018,mental health,17,1140
10,2018,mental health,18,27
10,2018,mental health,NA,61
10,2018,non-professional,0,7675
10,2018,non-professional,1,7550
10,2018,non-professional,2,7541
10,2018,non-professional,3,7694
10,2018,non-professional,4,7515
10,2018,non-professional,5,7244
10,2018,non-professional,6,7072
10,2018,non-professional,7,6742
10,2018,non-professional,8,6624
10,2018,non-professional,9,6605
10,2018,non-professional,10,6482
10,2018,non-professional,11,6019
10,2018,non-professional,12,5673
10,2018,non-professional,13,5302
10,2018,non-professional,14,4972
10,2018,non-professional,15,4726
10,2018,non-professional,16,4264
10,2018,non-professional,17,3284
10,2018,non-professional,18,134
10,2018,non-professional,NA,850
10,2018,police,0,5061
10,2018,police,1,4906
10,2018,police,2,5015
10,2018,police,3,4801
10,2018,police,4,4404
10,2018,police,5,3989
10,2018,police,6,3641
10,2018,police,7,3569
10,2018,police,8,3407
10,2018,police,9,3403
10,2018,police,10,3473
10,2018,police,11,3335
10,2018,police,12,3213
10,2018,police,13,3316
10,2018,police,14,3266
10,2018,police,15,3309
10,2018,police,16,3009
10,2018,police,17,2180
10,2018,police,18,38
10,2018,police,NA,164
10,2018,social services,0,3981
10,2018,social services,1,2058
10,2018,social services,2,2031
10,2018,social services,3,1987
10,2018,social services,4,1979
10,2018,social services,5,2075
10,2018,social services,6,1985
10,2018,social services,7,1910
10,2018,social services,8,2021
10,2018,social services,9,2002
10,2018,social services,10,1904
10,2018,social services,11,1893
10,2018,social services,12,1902
10,2018,social services,13,1956
10,2018,social services,14,1978
10,2018,social services,15,1932
10,2018,social services,16,1928
10,2018,social services,17,1574
10,2018,social services,18,39
10,2018,social services,NA,142
10,2018,substitute care ,0,56
10,2018,substitute care ,1,61
10,2018,substitute care ,2,69
10,2018,substitute care ,3,92
10,2018,substitute care ,4,90
10,2018,substitute care ,5,65
10,2018,substitute care ,6,53
10,2018,substitute care ,7,51
10,2018,substitute care ,8,57
10,2018,substitute care ,9,61
10,2018,substitute care ,10,58
10,2018,substitute care ,11,65
10,2018,substitute care ,12,56
10,2018,substitute care ,13,77
10,2018,substitute care ,14,82
10,2018,substitute care ,15,79
10,2018,substitute care ,16,78
10,2018,substitute care ,17,74
10,2018,substitute care ,NA,11
10,2018,NA,0,1282
10,2018,NA,1,1007
10,2018,NA,2,1008
10,2018,NA,3,1024
10,2018,NA,4,1022
10,2018,NA,5,1134
10,2018,NA,6,1080
10,2018,NA,7,1087
10,2018,NA,8,1057
10,2018,NA,9,1076
10,2018,NA,10,1097
10,2018,NA,11,1077
10,2018,NA,12,999
10,2018,NA,13,896
10,2018,NA,14,842
10,2018,NA,15,801
10,2018,NA,16,778
10,2018,NA,17,500
10,2018,NA,18,8
10,2018,NA,NA,68
10,2019,day care,0,141
10,2019,day care,1,243
10,2019,day care,2,288
10,2019,day care,3,363
10,2019,day care,4,352
10,2019,day care,5,197
10,2019,day care,6,106
10,2019,day care,7,101
10,2019,day care,8,79
10,2019,day care,9,69
10,2019,day care,10,72
10,2019,day care,11,43
10,2019,day care,12,34
10,2019,day care,13,30
10,2019,day care,14,35
10,2019,day care,15,22
10,2019,day care,16,24
10,2019,day care,17,24
10,2019,day care,NA,19
10,2019,education,0,1883
10,2019,education,1,2198
10,2019,education,2,2472
10,2019,education,3,3296
10,2019,education,4,4693
10,2019,education,5,7191
10,2019,education,6,7854
10,2019,education,7,7999
10,2019,education,8,7811
10,2019,education,9,7818
10,2019,education,10,8083
10,2019,education,11,7550
10,2019,education,12,7348
10,2019,education,13,6838
10,2019,education,14,6045
10,2019,education,15,5547
10,2019,education,16,4729
10,2019,education,17,3510
10,2019,education,18,63
10,2019,education,NA,285
10,2019,medical,0,10110
10,2019,medical,1,2284
10,2019,medical,2,2028
10,2019,medical,3,1926
10,2019,medical,4,1721
10,2019,medical,5,1635
10,2019,medical,6,1504
10,2019,medical,7,1374
10,2019,medical,8,1301
10,2019,medical,9,1306
10,2019,medical,10,1300
10,2019,medical,11,1301
10,2019,medical,12,1413
10,2019,medical,13,1400
10,2019,medical,14,1313
10,2019,medical,15,1323
10,2019,medical,16,1240
10,2019,medical,17,1096
10,2019,medical,18,20
10,2019,medical,NA,96
10,2019,mental health,0,629
10,2019,mental health,1,601
10,2019,mental health,2,661
10,2019,mental health,3,720
10,2019,mental health,4,856
10,2019,mental health,5,1038
10,2019,mental health,6,1101
10,2019,mental health,7,1151
10,2019,mental health,8,1345
10,2019,mental health,9,1348
10,2019,mental health,10,1411
10,2019,mental health,11,1620
10,2019,mental health,12,1699
10,2019,mental health,13,1772
10,2019,mental health,14,1733
10,2019,mental health,15,1687
10,2019,mental health,16,1559
10,2019,mental health,17,1168
10,2019,mental health,18,16
10,2019,mental health,NA,101
10,2019,non-professional,0,7357
10,2019,non-professional,1,7168
10,2019,non-professional,2,7528
10,2019,non-professional,3,7660
10,2019,non-professional,4,7657
10,2019,non-professional,5,7322
10,2019,non-professional,6,6985
10,2019,non-professional,7,6618
10,2019,non-professional,8,6445
10,2019,non-professional,9,6229
10,2019,non-professional,10,6268
10,2019,non-professional,11,5967
10,2019,non-professional,12,5704
10,2019,non-professional,13,5371
10,2019,non-professional,14,5037
10,2019,non-professional,15,4717
10,2019,non-professional,16,4217
10,2019,non-professional,17,3335
10,2019,non-professional,18,106
10,2019,non-professional,NA,882
10,2019,police,0,5009
10,2019,police,1,4741
10,2019,police,2,4842
10,2019,police,3,4790
10,2019,police,4,4223
10,2019,police,5,3954
10,2019,police,6,3690
10,2019,police,7,3558
10,2019,police,8,3488
10,2019,police,9,3406
10,2019,police,10,3349
10,2019,police,11,3526
10,2019,police,12,3492
10,2019,police,13,3329
10,2019,police,14,3379
10,2019,police,15,3248
10,2019,police,16,2958
10,2019,police,17,2270
10,2019,police,18,51
10,2019,police,NA,204
10,2019,social services,0,3679
10,2019,social services,1,1930
10,2019,social services,2,2006
10,2019,social services,3,1999
10,2019,social services,4,1895
10,2019,social services,5,2034
10,2019,social services,6,1977
10,2019,social services,7,1919
10,2019,social services,8,1818
10,2019,social services,9,1889
10,2019,social services,10,1938
10,2019,social services,11,1891
10,2019,social services,12,2010
10,2019,social services,13,1999
10,2019,social services,14,1994
10,2019,social services,15,1966
10,2019,social services,16,1964
10,2019,social services,17,1490
10,2019,social services,18,30
10,2019,social services,NA,139
10,2019,substitute care ,0,67
10,2019,substitute care ,1,53
10,2019,substitute care ,2,69
10,2019,substitute care ,3,106
10,2019,substitute care ,4,109
10,2019,substitute care ,5,66
10,2019,substitute care ,6,47
10,2019,substitute care ,7,49
10,2019,substitute care ,8,60
10,2019,substitute care ,9,53
10,2019,substitute care ,10,51
10,2019,substitute care ,11,67
10,2019,substitute care ,12,51
10,2019,substitute care ,13,69
10,2019,substitute care ,14,65
10,2019,substitute care ,15,78
10,2019,substitute care ,16,83
10,2019,substitute care ,17,75
10,2019,substitute care ,18,4
10,2019,substitute care ,NA,12
10,2019,NA,0,660
10,2019,NA,1,524
10,2019,NA,2,527
10,2019,NA,3,591
10,2019,NA,4,564
10,2019,NA,5,626
10,2019,NA,6,641
10,2019,NA,7,674
10,2019,NA,8,641
10,2019,NA,9,564
10,2019,NA,10,595
10,2019,NA,11,594
10,2019,NA,12,554
10,2019,NA,13,516
10,2019,NA,14,475
10,2019,NA,15,441
10,2019,NA,16,391
10,2019,NA,17,290
10,2019,NA,18,17
10,2019,NA,NA,43
11,2016,day care,2,1
11,2016,day care,3,4
11,2016,day care,5,1
11,2016,education,0,14
11,2016,education,1,20
11,2016,education,2,17
11,2016,education,3,26
11,2016,education,4,30
11,2016,education,5,42
11,2016,education,6,58
11,2016,education,7,58
11,2016,education,8,63
11,2016,education,9,67
11,2016,education,10,48
11,2016,education,11,50
11,2016,education,12,56
11,2016,education,13,47
11,2016,education,14,40
11,2016,education,15,38
11,2016,education,16,23
11,2016,education,17,11
11,2016,education,18,2
11,2016,education,NA,6
11,2016,medical,0,106
11,2016,medical,1,19
11,2016,medical,2,27
11,2016,medical,3,7
11,2016,medical,4,13
11,2016,medical,5,15
11,2016,medical,6,22
11,2016,medical,7,7
11,2016,medical,8,17
11,2016,medical,9,11
11,2016,medical,10,12
11,2016,medical,11,9
11,2016,medical,12,6
11,2016,medical,13,7
11,2016,medical,14,12
11,2016,medical,15,14
11,2016,medical,16,4
11,2016,medical,17,8
11,2016,medical,18,1
11,2016,medical,NA,5
11,2016,mental health,0,1
11,2016,mental health,1,3
11,2016,mental health,2,4
11,2016,mental health,3,7
11,2016,mental health,4,5
11,2016,mental health,5,4
11,2016,mental health,6,8
11,2016,mental health,7,14
11,2016,mental health,8,9
11,2016,mental health,9,12
11,2016,mental health,10,11
11,2016,mental health,11,11
11,2016,mental health,12,8
11,2016,mental health,13,13
11,2016,mental health,14,10
11,2016,mental health,15,14
11,2016,mental health,16,14
11,2016,mental health,17,6
11,2016,mental health,NA,1
11,2016,non-professional,0,68
11,2016,non-professional,1,64
11,2016,non-professional,2,70
11,2016,non-professional,3,77
11,2016,non-professional,4,73
11,2016,non-professional,5,69
11,2016,non-professional,6,77
11,2016,non-professional,7,70
11,2016,non-professional,8,54
11,2016,non-professional,9,53
11,2016,non-professional,10,56
11,2016,non-professional,11,46
11,2016,non-professional,12,59
11,2016,non-professional,13,40
11,2016,non-professional,14,37
11,2016,non-professional,15,47
11,2016,non-professional,16,29
11,2016,non-professional,17,26
11,2016,non-professional,18,3
11,2016,police,0,50
11,2016,police,1,57
11,2016,police,2,39
11,2016,police,3,51
11,2016,police,4,43
11,2016,police,5,34
11,2016,police,6,43
11,2016,police,7,49
11,2016,police,8,28
11,2016,police,9,33
11,2016,police,10,30
11,2016,police,11,38
11,2016,police,12,28
11,2016,police,13,28
11,2016,police,14,36
11,2016,police,15,32
11,2016,police,16,20
11,2016,police,17,23
11,2016,police,18,3
11,2016,police,NA,6
11,2016,social services,0,31
11,2016,social services,1,10
11,2016,social services,2,20
11,2016,social services,3,19
11,2016,social services,4,15
11,2016,social services,5,19
11,2016,social services,6,23
11,2016,social services,7,20
11,2016,social services,8,23
11,2016,social services,9,12
11,2016,social services,10,15
11,2016,social services,11,11
11,2016,social services,12,20
11,2016,social services,13,16
11,2016,social services,14,20
11,2016,social services,15,16
11,2016,social services,16,23
11,2016,social services,17,6
11,2016,substitute care ,3,2
11,2016,substitute care ,4,1
11,2016,substitute care ,5,1
11,2016,substitute care ,6,2
11,2016,substitute care ,7,3
11,2016,substitute care ,9,1
11,2016,substitute care ,12,1
11,2016,NA,0,3
11,2016,NA,1,1
11,2016,NA,2,8
11,2016,NA,3,2
11,2016,NA,4,2
11,2016,NA,5,5
11,2016,NA,6,2
11,2016,NA,7,4
11,2016,NA,8,1
11,2016,NA,10,7
11,2016,NA,11,3
11,2016,NA,12,1
11,2016,NA,14,2
11,2016,NA,15,3
11,2016,NA,17,1
11,2017,day care,0,153
11,2017,day care,1,188
11,2017,day care,2,262
11,2017,day care,3,312
11,2017,day care,4,320
11,2017,day care,5,155
11,2017,day care,6,103
11,2017,day care,7,67
11,2017,day care,8,68
11,2017,day care,9,64
11,2017,day care,10,44
11,2017,day care,11,29
11,2017,day care,12,37
11,2017,day care,13,23
11,2017,day care,14,28
11,2017,day care,15,26
11,2017,day care,16,20
11,2017,day care,17,20
11,2017,day care,NA,9
11,2017,education,0,1746
11,2017,education,1,2035
11,2017,education,2,2257
11,2017,education,3,2869
11,2017,education,4,4017
11,2017,education,5,6273
11,2017,education,6,6979
11,2017,education,7,7031
11,2017,education,8,7133
11,2017,education,9,6855
11,2017,education,10,6739
11,2017,education,11,6342
11,2017,education,12,5795
11,2017,education,13,5610
11,2017,education,14,5052
11,2017,education,15,4682
11,2017,education,16,4119
11,2017,education,17,3193
11,2017,education,18,81
11,2017,education,NA,231
11,2017,medical,0,8936
11,2017,medical,1,2259
11,2017,medical,2,2080
11,2017,medical,3,1862
11,2017,medical,4,1614
11,2017,medical,5,1514
11,2017,medical,6,1459
11,2017,medical,7,1342
11,2017,medical,8,1327
11,2017,medical,9,1231
11,2017,medical,10,1197
11,2017,medical,11,1128
11,2017,medical,12,1097
11,2017,medical,13,1121
11,2017,medical,14,1081
11,2017,medical,15,1184
11,2017,medical,16,1047
11,2017,medical,17,955
11,2017,medical,18,14
11,2017,medical,NA,85
11,2017,mental health,0,617
11,2017,mental health,1,512
11,2017,mental health,2,612
11,2017,mental health,3,656
11,2017,mental health,4,747
11,2017,mental health,5,925
11,2017,mental health,6,1035
11,2017,mental health,7,1124
11,2017,mental health,8,1185
11,2017,mental health,9,1222
11,2017,mental health,10,1277
11,2017,mental health,11,1291
11,2017,mental health,12,1429
11,2017,mental health,13,1436
11,2017,mental health,14,1460
11,2017,mental health,15,1446
11,2017,mental health,16,1344
11,2017,mental health,17,1056
11,2017,mental health,18,19
11,2017,mental health,NA,73
11,2017,non-professional,0,7483
11,2017,non-professional,1,7411
11,2017,non-professional,2,7416
11,2017,non-professional,3,7377
11,2017,non-professional,4,7355
11,2017,non-professional,5,7084
11,2017,non-professional,6,6598
11,2017,non-professional,7,6516
11,2017,non-professional,8,6628
11,2017,non-professional,9,6300
11,2017,non-professional,10,6099
11,2017,non-professional,11,5502
11,2017,non-professional,12,5059
11,2017,non-professional,13,4844
11,2017,non-professional,14,4543
11,2017,non-professional,15,4249
11,2017,non-professional,16,4071
11,2017,non-professional,17,3173
11,2017,non-professional,18,167
11,2017,non-professional,NA,693
11,2017,police,0,4707
11,2017,police,1,4507
11,2017,police,2,4551
11,2017,police,3,4285
11,2017,police,4,3907
11,2017,police,5,3595
11,2017,police,6,3363
11,2017,police,7,3276
11,2017,police,8,3236
11,2017,police,9,3133
11,2017,police,10,3112
11,2017,police,11,2915
11,2017,police,12,2934
11,2017,police,13,2902
11,2017,police,14,2928
11,2017,police,15,2827
11,2017,police,16,2624
11,2017,police,17,2059
11,2017,police,18,42
11,2017,police,NA,179
11,2017,social services,0,4206
11,2017,social services,1,2025
11,2017,social services,2,2017
11,2017,social services,3,1966
11,2017,social services,4,1953
11,2017,social services,5,1841
11,2017,social services,6,1855
11,2017,social services,7,1908
11,2017,social services,8,1898
11,2017,social services,9,1982
11,2017,social services,10,1816
11,2017,social services,11,1814
11,2017,social services,12,1766
11,2017,social services,13,1705
11,2017,social services,14,1944
11,2017,social services,15,1952
11,2017,social services,16,1749
11,2017,social services,17,1470
11,2017,social services,18,63
11,2017,social services,NA,119
11,2017,substitute care ,0,44
11,2017,substitute care ,1,58
11,2017,substitute care ,2,70
11,2017,substitute care ,3,87
11,2017,substitute care ,4,83
11,2017,substitute care ,5,68
11,2017,substitute care ,6,68
11,2017,substitute care ,7,55
11,2017,substitute care ,8,49
11,2017,substitute care ,9,57
11,2017,substitute care ,10,46
11,2017,substitute care ,11,57
11,2017,substitute care ,12,66
11,2017,substitute care ,13,57
11,2017,substitute care ,14,67
11,2017,substitute care ,15,78
11,2017,substitute care ,16,94
11,2017,substitute care ,17,77
11,2017,substitute care ,18,4
11,2017,substitute care ,NA,2
11,2017,NA,0,1275
11,2017,NA,1,959
11,2017,NA,2,961
11,2017,NA,3,988
11,2017,NA,4,1013
11,2017,NA,5,1021
11,2017,NA,6,1083
11,2017,NA,7,1036
11,2017,NA,8,1042
11,2017,NA,9,1002
11,2017,NA,10,940
11,2017,NA,11,920
11,2017,NA,12,837
11,2017,NA,13,778
11,2017,NA,14,758
11,2017,NA,15,733
11,2017,NA,16,580
11,2017,NA,17,513
11,2017,NA,18,8
11,2017,NA,NA,73
11,2018,day care,0,112
11,2018,day care,1,212
11,2018,day care,2,255
11,2018,day care,3,295
11,2018,day care,4,305
11,2018,day care,5,142
11,2018,day care,6,96
11,2018,day care,7,81
11,2018,day care,8,61
11,2018,day care,9,59
11,2018,day care,10,43
11,2018,day care,11,30
11,2018,day care,12,25
11,2018,day care,13,13
11,2018,day care,14,15
11,2018,day care,15,19
11,2018,day care,16,13
11,2018,day care,17,11
11,2018,day care,NA,11
11,2018,education,0,1647
11,2018,education,1,1913
11,2018,education,2,2204
11,2018,education,3,2730
11,2018,education,4,3781
11,2018,education,5,6104
11,2018,education,6,6736
11,2018,education,7,6824
11,2018,education,8,6742
11,2018,education,9,6800
11,2018,education,10,6695
11,2018,education,11,6244
11,2018,education,12,5968
11,2018,education,13,5557
11,2018,education,14,5125
11,2018,education,15,4516
11,2018,education,16,3976
11,2018,education,17,2930
11,2018,education,18,69
11,2018,education,NA,244
11,2018,medical,0,9577
